timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud,pue
2024-09-12T17:57:41,Tucano,8abb3496-d41b-4a51-b17e-a344e2e1352d,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,27247.30610721185,10.015943914189045,0.0003675939145975,112.5,367.0054245822304,1462.5000000000002,0.8514773174590948,14.381625306124391,11.058914476269631,26.29201709985312,Germany,DEU,north rhine-westphalia,,,Linux-5.14.0-284.30.1.el9_2.x86_64-x86_64-with-glibc2.34,3.11.3,2.7.1,512,AMD EPYC 7713 64-Core Processor,4,4 x NVIDIA A100-SXM4-80GB,7.0932,50.7263,3900,machine,N,1.0
2024-09-13T01:31:35,Tucano,8abb3496-d41b-4a51-b17e-a344e2e1352d,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,54481.02228879742,20.018853414582708,0.000367446361569,112.5,1202.0844283824615,1462.5000000000002,1.702529874832604,28.734935375707693,22.11235339910605,52.54981864964616,Germany,DEU,north rhine-westphalia,,,Linux-5.14.0-284.30.1.el9_2.x86_64-x86_64-with-glibc2.34,3.11.3,2.7.1,512,AMD EPYC 7713 64-Core Processor,4,4 x NVIDIA A100-SXM4-80GB,7.0932,50.7263,3900,machine,N,1.0
2024-09-13T09:05:29,Tucano,8abb3496-d41b-4a51-b17e-a344e2e1352d,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,81715.3288690485,30.02337704778622,0.0003674142595191,112.5,617.6210274117044,1462.5000000000002,2.553600868572124,43.09225272266352,33.166003733312,78.8118573245471,Germany,DEU,north rhine-westphalia,,,Linux-5.14.0-284.30.1.el9_2.x86_64-x86_64-with-glibc2.34,3.11.3,2.7.1,512,AMD EPYC 7713 64-Core Processor,4,4 x NVIDIA A100-SXM4-80GB,7.0932,50.7263,3900,machine,N,1.0
2024-09-13T16:39:24,Tucano,8abb3496-d41b-4a51-b17e-a344e2e1352d,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,108950.1702327542,40.03416571860192,0.000367453906984,112.5,365.938992304721,1462.5000000000002,3.4046885920949217,57.46582310762173,44.21983012625034,105.09034182596643,Germany,DEU,north rhine-westphalia,,,Linux-5.14.0-284.30.1.el9_2.x86_64-x86_64-with-glibc2.34,3.11.3,2.7.1,512,AMD EPYC 7713 64-Core Processor,4,4 x NVIDIA A100-SXM4-80GB,7.0932,50.7263,3900,machine,N,1.0
2024-09-14T00:13:18,Tucano,8abb3496-d41b-4a51-b17e-a344e2e1352d,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,136183.92325444147,50.0461611129213,0.0003674894944788,112.5,949.472214724526,1462.5000000000002,4.255742306321944,71.84291667762068,55.27333501243925,131.3719939963809,Germany,DEU,north rhine-westphalia,,,Linux-5.14.0-284.30.1.el9_2.x86_64-x86_64-with-glibc2.34,3.11.3,2.7.1,512,AMD EPYC 7713 64-Core Processor,4,4 x NVIDIA A100-SXM4-80GB,7.0932,50.7263,3900,machine,N,1.0
2024-09-14T07:47:09,Tucano,8abb3496-d41b-4a51-b17e-a344e2e1352d,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,163414.38181183022,60.04621527208906,0.0003674475563676,112.5,1238.7117060242454,1462.5000000000002,5.106693056424311,86.19022114073286,66.32538603145373,157.6223002286102,Germany,DEU,north rhine-westphalia,,,Linux-5.14.0-284.30.1.el9_2.x86_64-x86_64-with-glibc2.34,3.11.3,2.7.1,512,AMD EPYC 7713 64-Core Processor,4,4 x NVIDIA A100-SXM4-80GB,7.0932,50.7263,3900,machine,N,1.0
2024-09-14T15:20:59,Tucano,8abb3496-d41b-4a51-b17e-a344e2e1352d,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,190644.5751017444,70.05201998267046,0.0003674482735492,112.5,368.5193681459602,1462.5000000000002,5.957635524559434,100.55273258073282,77.37733364735453,183.8877017526459,Germany,DEU,north rhine-westphalia,,,Linux-5.14.0-284.30.1.el9_2.x86_64-x86_64-with-glibc2.34,3.11.3,2.7.1,512,AMD EPYC 7713 64-Core Processor,4,4 x NVIDIA A100-SXM4-80GB,7.0932,50.7263,3900,machine,N,1.0
2024-09-14T22:54:50,Tucano,8abb3496-d41b-4a51-b17e-a344e2e1352d,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,217875.8166771913,80.05203165067356,0.0003674204547872,112.5,849.5914898694652,1462.5000000000002,6.808610736360269,114.8995535784582,88.42973213005351,210.13789644487088,Germany,DEU,north rhine-westphalia,,,Linux-5.14.0-284.30.1.el9_2.x86_64-x86_64-with-glibc2.34,3.11.3,2.7.1,512,AMD EPYC 7713 64-Core Processor,4,4 x NVIDIA A100-SXM4-80GB,7.0932,50.7263,3900,machine,N,1.0
2024-09-15T06:28:35,Tucano,8abb3496-d41b-4a51-b17e-a344e2e1352d,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,245101.1975362292,90.06297075282262,0.0003674521857018,112.5,840.0899355701943,1462.5000000000002,7.6594028130907645,129.27761091006164,99.4797621078563,236.41677583100832,Germany,DEU,north rhine-westphalia,,,Linux-5.14.0-284.30.1.el9_2.x86_64-x86_64-with-glibc2.34,3.11.3,2.7.1,512,AMD EPYC 7713 64-Core Processor,4,4 x NVIDIA A100-SXM4-80GB,7.0932,50.7263,3900,machine,N,1.0
2024-09-15T14:02:35,Tucano,8abb3496-d41b-4a51-b17e-a344e2e1352d,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,272341.17733823974,100.0626755223104,0.0003674166224156,112.5,610.6057202793899,1462.5000000000002,8.510651128973068,143.61977097655824,110.53574280406498,262.66616490959547,Germany,DEU,north rhine-westphalia,,,Linux-5.14.0-284.30.1.el9_2.x86_64-x86_64-with-glibc2.34,3.11.3,2.7.1,512,AMD EPYC 7713 64-Core Processor,4,4 x NVIDIA A100-SXM4-80GB,7.0932,50.7263,3900,machine,N,1.0
